location
"(40.683627, -74.00224)"
"(33.07693100000001, -96.8206936)"
"(35.924207, -80.150656)"
"(42.18788199999999, -83.571564)"
"(39.608368, -84.2217251)"
"(33.661102, -86.46722199999999)"
"(39.6879395, -75.7798669)"
"(32.6763113, -117.0669732)"
"(39.9472102, -75.1481079)"
"(25.7627874, -80.1891193)"
"(39.9789857, -85.9321715)"
"(37.2468641, -121.00504)"
"(39.8108145, -79.02166199999999)"
"(40.2106797, -76.86184879999999)"
"(33.960987, -112.7826744)"
"(33.9525077, -84.3795444)"
"(41.7745721, -87.72778559999999)"
"(41.658985, -70.323577)"
"(29.5410839, -98.6105431)"
"(34.2679273, -118.7810814)"
"(33.1816097, -97.0589402)"
"(39.8317266, -105.1038093)"
"(43.918721, -91.23828300000001)"
"(20.89093, -156.475312)"
"(37.4474872, -77.2239562)"
"(25.8932464, -80.1228812)"
"(47.6314547, -122.0600107)"
"(29.775151, -95.798382)"
"(44.8219381, -74.55370169999999)"
"(33.9740741, -118.1955951)"
"(40.6228696, -74.0295503)"
"(41.7892122, -71.1375872)"
"(40.5427209, -80.2280141)"
"(40.43745639999999, -74.0922221)"
"(39.9644294, -75.24318889999999)"
"(42.2887949, -89.61182889999999)"
"(32.8775387, -116.9319333)"
"(41.9423991, -88.77923059999999)"
"(29.56682559999999, -98.3742078)"
"(40.08124, -76.24382)"
"(28.0358214, -82.78023759999999)"
"(35.193676, -92.23313499999999)"
"(39.0066865, -76.7908037)"
"(34.0275329, -117.5057195)"
"(40.2605858, -75.8019363)"
