location
"(38.94220960000001, -76.9866502)"
"(40.656999, -73.92636399999999)"
"(29.20001779999999, -95.4280971)"
"(29.1578745, -82.0524721)"
"(39.9883737, -83.78056)"
"(37.674125, -97.221062)"
"(34.0723915, -81.20818229999999)"
"(41.5476116, -71.2889289)"
"(29.3788687, -95.1234803)"
"(34.0734213, -117.4627735)"
"(38.101878, -78.848935)"
"(35.8153574, -80.3308413)"
"(38.8899602, -92.39778009999999)"
"(38.1863848, -85.6004962)"
"(33.4658807, -94.093367)"
"(37.349322, -121.8769628)"
"(26.6206651, -81.6643291)"
"(42.6171922, -83.0103926)"
"(46.720825, -92.4600286)"
"(39.723934, -86.14877000000001)"
"(44.54139929999999, -69.6482936)"
"(33.58397770000001, -96.18881069999999)"
"(31.5319273, -97.17489259999999)"
"(30.3560527, -81.5600283)"
"(33.8498233, -84.3674305)"
"(42.03824059999999, -72.54929709999999)"
"(40.10780889999999, -74.3519429)"
"(37.0646858, -76.3463285)"
"(30.2939498, -81.5157856)"
"(41.3477194, -81.29813349999999)"
"(32.3410883, -86.1908098)"
"(34.5644028, -86.9960511)"
"(35.0321727, -120.5112444)"
"(47.5895808, -122.6454326)"
"(45.33677, -122.341903)"
"(39.3716852, -76.5915752)"
"(38.7284175, -90.3513572)"
"(44.508911, -73.4762686)"
"(40.7148898, -73.50941639999999)"
"(41.183833, -73.8474744)"
"(40.993467, -75.41601299999999)"
"(35.8113824, -78.6984801)"
"(35.462357, -80.9160644)"
"(30.3708967, -87.3338905)"
"(33.707989, -84.11146099999999)"
