location
"(29.375606, -95.1726429)"
"(39.8436267, -86.3857587)"
"(40.0613549, -83.6370824)"
"(39.2778359, -76.5748761)"
"(27.7091544, -82.7004197)"
"(33.5478428, -84.38777639999999)"
"(35.2126632, -89.8920859)"
"(39.9067427, -85.9481181)"
"(38.6229921, -75.1285329)"
"(40.672073, -73.947073)"
"(27.5746678, -80.3807619)"
"(32.8140519, -96.67937060000001)"
"(37.6805736, -77.5218458)"
"(26.5840242, -81.9807857)"
"(38.8783335, -121.3055725)"
"(33.9611298, -118.3663629)"
"(44.5682012, -88.12490609999999)"
"(39.8593511, -95.5274347)"
"(32.4207975, -94.770501)"
"(25.7007362, -80.3062073)"
"(26.035823, -80.378563)"
"(36.8560251, -121.4273372)"
"(34.0131137, -117.8937065)"
"(40.4900472, -74.4441131)"
"(39.83866039999999, -96.6025245)"
"(40.3932842, -104.6715942)"
"(41.0283092, -74.1521865)"
"(40.8411988, -111.913752)"
"(40.767207, -73.985702)"
"(34.2065509, -83.87084689999999)"
"(30.3382663, -90.99616569999999)"
"(40.871381, -73.8461279)"
"(29.301563, -98.412415)"
"(32.9645428, -96.8496242)"
"(34.6891058, -118.1780691)"
"(36.8401495, -119.7398304)"
"(41.2773717, -96.0667818)"
"(37.9027028, -121.5973985)"
"(40.1384922, -86.9239781)"
"(47.503381, -111.3362409)"
"(47.5239886, -121.8312789)"
"(41.6444642, -81.4649961)"
"(42.4509243, -72.9606557)"
"(40.46326699999999, -75.00147199999999)"
"(41.5122126, -87.9881757)"
