location
"(33.3016976, -96.79472299999999)"
"(35.3298573, -80.97119839999999)"
"(38.703609, -122.038208)"
"(40.2681559, -79.39938959999999)"
"(35.2084058, -80.8584284)"
"(41.88812, -71.327193)"
"(42.039655, -87.875362)"
"(41.2002518, -73.1388214)"
"(39.91314089999999, -105.083804)"
"(33.41750400000001, -111.737584)"
"(40.0473969, -77.43970759999999)"
"(32.9790589, -80.1176681)"
"(30.416745, -90.08818699999999)"
"(32.3671784, -81.7744084)"
"(34.0929117, -118.3349627)"
"(39.2987682, -94.9134114)"
"(33.7998705, -118.145572)"
"(36.314611, -82.2698958)"
"(36.0836257, -80.14239719999999)"
"(34.9268504, -120.4486577)"
"(41.5583674, -85.8420251)"
"(39.3613034, -84.2000465)"
"(39.8188041, -89.7035969)"
"(40.0140486, -75.1980719)"
"(40.730385, -74.081296)"
"(42.29477199999999, -75.845421)"
"(39.78451, -105.0190094)"
"(32.36162, -88.6175253)"
"(41.6032207, -73.087749)"
"(31.0369975, -83.0719649)"
"(38.74765379999999, -120.7905505)"
"(41.6985901, -87.6671674)"
"(40.525829, -74.96841859999999)"
"(42.2003034, -84.4434198)"
"(29.1021081, -82.2479529)"
"(39.3772959, -121.2127542)"
"(45.5133406, -122.4001693)"
"(43.5240367, -96.8312126)"
"(32.8778693, -96.5675583)"
"(39.5533697, -104.9373567)"
"(29.7652627, -95.7909153)"
"(39.7204995, -121.793732)"
"(28.4790971, -81.2575835)"
"(34.6013239, -82.4654176)"
"(30.246765, -97.73162099999999)"
