location
"(41.0777194, -85.31164150000001)"
"(40.8634823, -73.90240849999999)"
"(32.6089041, -96.9098033)"
"(32.2063882, -95.35687809999999)"
"(27.7845287, -82.36712639999999)"
"(36.9392348, -76.2622361)"
"(33.9933025, -118.1870614)"
"(33.9685752, -118.0522961)"
"(41.5946203, -87.8372145)"
"(41.218112, -74.633721)"
"(34.5707698, -118.0791407)"
"(41.4847171, -74.0553255)"
"(32.4350283, -93.73154880000001)"
"(25.8235313, -80.2357038)"
"(37.8933989, -122.2637714)"
"(38.9829775, -84.4935192)"
"(35.0285115, -80.6683029)"
"(32.140879, -111.0049879)"
"(34.07598249999999, -84.6573325)"
"(37.1259754, -120.2294781)"
"(34.0418658, -81.01666829999999)"
"(35.4176328, -89.76884629999999)"
"(38.8366751, -90.8625798)"
"(40.0547005, -84.250331)"
"(33.6142762, -117.621412)"
"(29.5264053, -98.7132555)"
"(30.611997, -85.634196)"
"(32.7200511, -97.0883389)"
"(36.583869, -119.452308)"
"(41.8550976, -87.6780138)"
"(39.1522464, -76.57132179999999)"
"(41.66559030000001, -72.78574379999999)"
"(41.5213712, -87.72974769999999)"
"(38.3287661, -121.9607976)"
"(29.6403959, -81.6094583)"
"(39.0896047, -78.2106302)"
"(33.5667379, -79.04309719999999)"
"(34.2826995, -118.5002412)"
"(42.456893, -83.1834684)"
"(33.7868262, -116.981678)"
"(39.361382, -85.95764899999999)"
"(40.1410935, -83.09730359999999)"
"(37.9878463, -87.6227451)"
"(41.4514577, -87.3814216)"
"(32.5048646, -94.5684131)"
