location
"(40.7276933, -74.0308221)"
"(41.5006397, -87.6553193)"
"(41.139982, -73.26438449999999)"
"(33.7889571, -117.7625911)"
"(41.7753944, -87.7499029)"
"(30.165808, -93.278522)"
"(28.81833649999999, -96.973534)"
"(38.0042579, -121.7273608)"
"(36.972751, -120.1026953)"
"(30.1519593, -95.41578)"
"(39.41184399999999, -74.57459999999999)"
"(42.1243604, -80.10854979999999)"
"(34.0467537, -117.0136124)"
"(41.7246798, -71.5278136)"
"(42.05052510000001, -72.50788849999999)"
"(27.5243438, -99.4706971)"
"(41.1735398, -73.98644639999999)"
"(33.6596667, -117.6332851)"
"(40.844493, -73.9822224)"
"(34.1232392, -118.2232346)"
"(40.584981, -81.468322)"
"(40.124056, -85.418525)"
"(29.9402049, -91.85773929999999)"
"(29.448037, -98.6720572)"
"(25.950618, -80.3456357)"
"(39.9734293, -75.1638067)"
"(27.7333527, -98.03185889999999)"
"(28.0313309, -82.4969626)"
"(27.5257642, -99.4964018)"
"(28.3148475, -97.2903855)"
"(32.9205944, -96.65669179999999)"
"(29.4747505, -98.5750419)"
"(29.434849, -98.791281)"
"(40.71016729999999, -73.77307809999999)"
"(29.439609, -95.246438)"
"(40.4384427, -104.7411737)"
"(33.8113494, -118.2830158)"
"(40.714827, -74.05834399999999)"
"(31.7923412, -106.2550873)"
"(32.865959, -96.8509452)"
"(34.4964333, -117.2785189)"
"(35.3150118, -119.0188571)"
"(43.0106805, -88.2355832)"
"(28.5324444, -81.6847612)"
"(33.0823161, -96.66838519999999)"
