location
"(34.7967497, -96.9594636)"
"(33.9212316, -80.3904381)"
"(31.9242049, -102.0648166)"
"(41.8706646, -71.87841809999999)"
"(39.0595957, -94.38460070000001)"
"(31.467325, -86.181502)"
"(40.3914286, -80.0426425)"
"(40.9367784, -74.1843401)"
"(35.1564401, -92.7552513)"
"(35.9788902, -115.0872343)"
"(43.6003129, -72.1227825)"
"(25.7594159, -80.41059130000001)"
"(38.84732169999999, -77.00292759999999)"
"(41.093112, -81.56099239999999)"
"(34.2969704, -83.9743642)"
"(40.8052463, -73.94895530000001)"
"(47.1895576, -122.0125758)"
"(36.9803063, -121.9194921)"
"(41.0520022, -85.2581994)"
"(42.89944, -74.329382)"
"(37.764668, -122.1596369)"
"(41.5440793, -81.36223269999999)"
"(39.9305027, -75.153455)"
"(39.272823, -84.4501849)"
"(33.8752368, -118.0432631)"
"(41.1235398, -73.3554189)"
"(28.5762468, -81.54050860000001)"
"(30.0004992, -90.1054757)"
"(41.8539579, -87.65494319999999)"
"(44.9391605, -95.71495859999999)"
"(33.0077945, -96.8469961)"
"(30.8622055, -89.6944894)"
"(41.860703, -87.7473973)"
"(40.86459929999999, -73.42680570000002)"
"(34.2009923, -118.1447453)"
"(33.948905, -118.3012846)"
"(29.5307038, -97.9158583)"
"(30.63162329999999, -89.6450656)"
"(32.5806464, -117.0769718)"
"(29.950976, -94.69625599999999)"
"(34.0159396, -84.183104)"
"(33.3521512, -111.6968357)"
"(37.802238, -122.240401)"
"(39.8069968, -84.1100316)"
"(33.5051957, -112.2750296)"
