location
"(36.2718713, -115.0907654)"
"(42.8532284, -74.73125670000002)"
"(41.73257599999999, -71.279541)"
"(34.0881955, -117.8267238)"
"(35.4089033, -97.4433962)"
"(33.7792114, -118.1431031)"
"(38.4199078, -90.3276727)"
"(34.9756534, -80.9954154)"
"(39.986041, -75.78596)"
"(38.38024, -76.413697)"
"(33.646464, -79.054931)"
"(35.505741, -106.046223)"
"(36.9137118, -76.2159429)"
"(32.3906307, -93.8255363)"
"(41.8979847, -87.6375246)"
"(40.456898, -75.809956)"
"(42.9797459, -78.6200396)"
"(35.055802, -86.51739099999999)"
"(34.9874563, -106.7133976)"
"(39.662755, -79.408284)"
"(40.4604351, -74.445945)"
"(37.7832263, -122.4494884)"
"(35.9404469, -115.1210475)"
"(34.5597692, -117.9579188)"
"(35.7441061, -78.59524789999999)"
"(40.8794024, -73.8594794)"
"(41.4283787, -73.4479573)"
"(32.7087581, -96.6102317)"
"(34.3077416, -118.4597639)"
"(41.790028, -87.76739669999999)"
"(26.1353938, -80.41806869999999)"
"(39.6603155, -104.9909352)"
"(28.254163, -82.24007999999999)"
"(35.2994209, -119.1383146)"
"(28.2641662, -82.4534211)"
"(42.009921, -71.3035938)"
"(34.0508418, -118.1020035)"
"(42.5651941, -83.7261193)"
"(46.5539007, -120.377463)"
"(38.0807638, -122.5488432)"
"(33.3523915, -111.7779083)"
"(34.1199592, -117.6501078)"
"(37.5612846, -122.054558)"
"(42.3112147, -83.5139131)"
"(29.602463, -95.3775766)"
