location
"(41.3074156, -74.2282728)"
"(40.9177705, -74.2518857)"
"(33.5930318, -84.3236106)"
"(41.6280033, -70.4732804)"
"(27.5312004, -99.45378939999999)"
"(47.3415012, -122.0288436)"
"(33.9226942, -84.7782953)"
"(32.9240266, -94.9043222)"
"(32.9453537, -97.0679631)"
"(41.091358, -79.690474)"
"(38.7104434, -121.2722277)"
"(40.6424458, -73.914385)"
"(40.8262817, -73.880825)"
"(29.9877882, -91.81187)"
"(29.7604652, -95.2707599)"
"(41.6091937, -72.7624227)"
"(44.8247632, -93.63751479999999)"
"(45.487526, -122.4667064)"
"(33.1965248, -97.12704699999999)"
"(38.8906395, -94.7339172)"
"(38.8458665, -77.3896584)"
"(30.7265002, -81.5442801)"
"(40.9646625, -73.73148929999999)"
"(44.02405, -70.11004679999999)"
"(43.3943853, -84.0524543)"
"(40.7370413, -73.8625352)"
"(38.7369, -82.7171)"
"(44.0457613, -121.2794407)"
"(33.9592717, -118.023023)"
"(39.93940300000001, -75.18649140000001)"
"(30.2828466, -81.6068019)"
"(28.1859371, -82.30246819999999)"
"(41.6426463, -86.02122519999999)"
"(40.91181419999999, -74.1653055)"
"(33.895742, -118.296389)"
"(30.1687667, -95.4459637)"
"(47.4068614, -122.0288173)"
"(26.329155, -80.29670399999999)"
"(42.6317569, -71.323028)"
"(21.3000274, -157.8458242)"
"(21.3804036, -157.7516787)"
"(42.2762359, -71.2465165)"
"(39.1032161, -108.6664133)"
"(43.59305029999999, -70.3260664)"
"(40.344122, -74.1819093)"
