location
"(38.7930245, -76.9951997)"
"(48.1014282, -122.1678253)"
"(42.4070131, -87.8351167)"
"(41.0277597, -73.55660619999999)"
"(33.3652884, -111.6966516)"
"(40.6615285, -73.3770174)"
"(38.8115165, -77.13624740000002)"
"(41.8112701, -71.8832354)"
"(33.5869305, -117.1883953)"
"(31.647549, -106.274717)"
"(29.8996931, -90.06903799999999)"
"(35.5174096, -86.08384009999999)"
"(37.5660081, -77.38477)"
"(41.1269705, -81.58215589999999)"
"(37.3439733, -121.822921)"
"(42.4369007, -71.0307667)"
"(30.144549, -95.4893125)"
"(29.7198427, -95.6023714)"
"(39.0353017, -76.9955597)"
"(40.8900907, -73.04571609999999)"
"(35.2999352, -80.8838906)"
"(39.0034354, -78.3772549)"
"(33.4338895, -112.4189485)"
"(33.756455, -96.57604479999999)"
"(39.189987, -77.1929679)"
"(42.5606272, -83.78748139999999)"
"(33.8487495, -84.0100291)"
"(33.6537314, -84.0444344)"
"(39.9775346, -75.37239269999999)"
"(25.9490588, -97.5304359)"
"(39.84155459999999, -104.976512)"
"(29.6956087, -98.0779146)"
"(37.923978, -78.3404429)"
"(29.808156, -94.97963829999999)"
"(36.1235618, -115.1975684)"
"(42.0107459, -87.7955265)"
"(40.9696648, -76.0962268)"
"(39.5244104, -87.1414908)"
"(29.8734348, -95.7120906)"
"(33.9538333, -117.6091256)"
"(33.8933811, -117.8690773)"
"(42.38722509999999, -87.98993519999999)"
"(42.4413822, -88.6435626)"
"(41.014382, -73.657186)"
"(33.5833531, -117.2217767)"
