location
"(40.4123975, -79.7760723)"
"(39.4423459, -75.6455616)"
"(32.3687845, -97.794674)"
"(41.2506889, -72.8716397)"
"(36.465076, -81.83492199999999)"
"(29.4731624, -98.7222865)"
"(32.537781, -90.186463)"
"(32.7163392, -117.1540942)"
"(35.7006293, -85.7939117)"
"(34.865975, -80.25835699999999)"
"(39.72371210000001, -105.2158698)"
"(38.591015, -94.583764)"
"(42.300796, -71.82773999999999)"
"(38.4173289, -82.5635282)"
"(40.74961649999999, -73.6370065)"
"(33.8088706, -84.0260364)"
"(40.8877291, -73.9091466)"
"(33.4335433, -112.3242071)"
"(39.9522059, -76.779127)"
"(41.7826425, -87.7135863)"
"(42.260443, -83.2256907)"
"(30.8739978, -96.5944605)"
"(33.6768613, -117.8858558)"
"(44.985845, -93.030101)"
"(28.2185864, -81.4225543)"
"(29.5135435, -98.956589)"
"(26.1097479, -98.2216985)"
"(32.4461982, -96.7554423)"
"(32.2954847, -111.0242684)"
"(40.7878562, -74.1341006)"
"(25.8933242, -80.34362999999999)"
"(33.9435256, -118.1561305)"
"(33.9901223, -118.0605283)"
"(42.1592731, -72.01149130000002)"
"(39.41605, -76.35435)"
"(29.7144435, -95.32150349999999)"
"(39.460489, -76.260689)"
"(33.9684635, -84.7738626)"
"(40.7983083, -73.9641547)"
"(37.9559568, -122.3658566)"
"(37.9938448, -121.731435)"
"(33.3712122, -111.6525413)"
"(41.83771610000001, -87.73063259999999)"
"(34.430505, -119.8943722)"
"(41.6939769, -74.224946)"
