location
"(42.0857641, -71.0075013)"
"(35.5879941, -97.715003)"
"(33.9807361, -84.12898059999999)"
"(37.2447659, -121.8427505)"
"(34.9906989, -85.3300376)"
"(33.8204549, -117.953297)"
"(32.8008901, -96.479632)"
"(35.393497, -87.962811)"
"(39.5693417, -86.1001982)"
"(39.2025556, -76.72745189999999)"
"(41.0288727, -73.78132819999999)"
"(36.8317801, -119.7666484)"
"(26.594033, -81.968812)"
"(29.328539, -98.505634)"
"(34.5105937, -118.637623)"
"(40.7007973, -73.6725447)"
"(33.6932756, -117.8789889)"
"(29.5750819, -95.1332104)"
"(25.8610828, -80.19929379999999)"
"(40.6932266, -75.1953018)"
"(33.5029117, -112.2961724)"
"(37.3770078, -120.7391188)"
"(45.4093127, -93.8127815)"
"(33.9096257, -84.0671402)"
"(41.81811200000001, -87.622553)"
"(32.6368634, -97.39325629999999)"
"(40.05274989999999, -83.0564203)"
"(30.3693566, -89.12080499999999)"
"(39.1240423, -95.0583644)"
"(42.5937561, -83.4354858)"
"(45.4872641, -92.98862059999999)"
"(44.8298192, -93.34672359999999)"
"(33.9841495, -117.4064229)"
"(42.66924789999999, -88.26989859999999)"
"(38.7818621, -90.240793)"
"(27.9772529, -81.93094300000001)"
"(41.3025702, -87.11022129999999)"
"(27.5305148, -82.56231869999999)"
"(37.9645299, -84.4758205)"
"(39.1403571, -77.4138282)"
"(42.7631339, -86.10266539999999)"
"(42.1408014, -76.83369239999999)"
"(35.7494263, -80.362122)"
"(29.7954767, -95.73567969999999)"
"(44.2952835, -69.98453649999999)"
