location
"(34.2533703, -118.5893567)"
"(40.7177549, -73.90047899999999)"
"(35.9374557, -86.89130349999999)"
"(39.0277311, -83.91774509999999)"
"(44.923975, -72.1483779)"
"(42.43157, -75.04887099999999)"
"(37.287264, -119.635239)"
"(34.4729839, -86.24317099999999)"
"(29.130475, -97.270539)"
"(29.5843113, -98.45394139999999)"
"(34.9415312, -85.1396512)"
"(34.7379081, -86.747275)"
"(29.5278692, -95.37495969999999)"
"(39.8635765, -82.9202585)"
"(46.987312, -123.5929355)"
"(40.5589677, -85.6781797)"
"(42.36662, -88.298543)"
"(33.2105853, -96.9792964)"
"(40.6497251, -89.60174599999999)"
"(38.924775, -84.5378841)"
"(34.5950659, -80.6715533)"
"(32.4616318, -85.3082295)"
"(38.803417, -76.22148399999999)"
"(30.2307897, -97.90827499999999)"
"(33.6169079, -81.71589379999999)"
"(42.6529877, -82.92128819999999)"
"(47.6877408, -117.430151)"
"(43.0895409, -77.57439099999999)"
"(41.7592833, -93.71184)"
"(33.3872, -80.3576159)"
"(29.651297, -95.4865882)"
"(39.0430139, -77.02984169999999)"
"(37.785008, -121.2291521)"
"(37.6421861, -120.9797227)"
"(36.2626239, -89.4818415)"
"(34.9923218, -92.03330790000001)"
"(32.4808394, -93.69892449999999)"
"(36.1442528, -86.81689550000002)"
"(39.9712349, -77.61765729999999)"
"(33.7739876, -117.806551)"
"(41.8094167, -70.5559969)"
"(42.9613633, -87.91304319999999)"
"(41.7067334, -86.07269289999999)"
"(39.8699466, -77.0473265)"
"(40.5922393, -73.9473547)"
