location
"(35.9742094, -86.9044144)"
"(33.2070563, -111.7460252)"
"(37.6868391, -97.2510209)"
"(39.4714967, -77.3598662)"
"(38.7601058, -76.8305385)"
"(38.2011139, -85.78814709999999)"
"(37.2364998, -96.9839834)"
"(40.4301664, -88.9752803)"
"(33.4510753, -84.3397233)"
"(32.0575663, -81.258426)"
"(33.8011759, -84.52506079999999)"
"(35.4507851, -86.05451339999999)"
"(33.048063, -97.3203298)"
"(35.4909077, -81.0055833)"
"(40.810835, -72.84810929999999)"
"(34.12182, -117.166577)"
"(33.5840354, -82.1202291)"
"(45.2019419, -93.24012359999999)"
"(32.6536453, -93.6958842)"
"(39.565661, -87.3546313)"
"(33.7611, -85.82379999999999)"
"(42.3478872, -83.2230575)"
"(35.8243546, -78.8994534)"
"(46.8150047, -96.92156089999999)"
"(32.7583763, -96.8955091)"
"(35.9788485, -78.5278171)"
"(39.4542621, -84.1836311)"
"(47.7031331, -122.1763667)"
"(32.327535, -86.225562)"
"(41.7122758, -87.6311607)"
"(30.0617461, -95.3733651)"
"(42.1552092, -87.9179857)"
"(33.1326553, -117.0467446)"
"(26.7096, -80.16799220000001)"
"(31.5519506, -83.5530196)"
"(39.66936260000001, -104.8703086)"
"(43.1170529, -77.62602509999999)"
"(40.6040107, -74.4013256)"
"(46.99832079999999, -122.5378819)"
"(34.8032995, -77.45941859999999)"
"(28.5334615, -81.19436329999999)"
"(41.5070667, -87.9696388)"
"(42.28569299999999, -78.410406)"
"(32.5595146, -96.8592556)"
"(32.3954603, -93.8005609)"
