location
"(38.7240033, -121.3811888)"
"(38.9863175, -77.39643)"
"(40.6798399, -89.646768)"
"(42.91976040000001, -112.4073523)"
"(39.0984433, -94.4292823)"
"(32.8542843, -97.0022528)"
"(25.9423976, -80.2746643)"
"(42.7036414, -71.1907793)"
"(38.0248505, -121.3396211)"
"(40.8775207, -73.88908769999999)"
"(47.2026105, -122.4506542)"
"(33.8994937, -117.5726283)"
"(38.8734232, -77.0093142)"
"(38.4372199, -121.4195252)"
"(38.9616355, -76.9666239)"
"(41.14890159999999, -112.0460302)"
"(38.7802009, -77.48227419999999)"
"(40.0602609, -85.673277)"
"(32.2050738, -110.8646286)"
"(40.7352259, -73.50637900000001)"
"(36.114959, -84.63444899999999)"
"(33.3639573, -111.8185134)"
"(33.13395, -85.053518)"
"(30.4414621, -97.82436659999999)"
"(41.9461444, -87.6642404)"
"(35.143161, -80.77212899999999)"
"(41.7761628, -87.7198207)"
"(35.9213184, -90.57119550000002)"
"(36.939233, -120.059403)"
"(42.479043, -70.9271174)"
"(37.6085231, -122.0190801)"
"(34.0234762, -118.4709078)"
"(41.9403732, -87.75481289999999)"
"(40.8374611, -73.917238)"
"(38.962516, -76.9503304)"
"(35.2026432, -80.8894771)"
"(32.7389398, -97.39573159999999)"
"(28.5744438, -81.5030405)"
"(32.1690686, -110.9487309)"
"(28.036214, -81.8248414)"
"(41.5075277, -72.804626)"
"(29.93464599999999, -95.624691)"
"(31.5062653, -87.89753859999999)"
"(40.7764356, -73.9493456)"
"(29.0838039, -82.4511358)"
