location
"(35.2572119, -93.20383179999999)"
"(40.5058467, -111.9740004)"
"(42.7967045, -71.06823179999999)"
"(35.0279857, -79.02528269999999)"
"(40.1934247, -74.02002829999999)"
"(42.1407301, -71.02370619999999)"
"(40.3715477, -74.0125917)"
"(35.152887, -106.6898142)"
"(39.6952677, -83.2080044)"
"(33.8312668, -118.1957094)"
"(42.2170907, -85.8775079)"
"(36.1307902, -97.05820489999999)"
"(42.84157, -82.90276999999999)"
"(29.7504155, -95.37923430000001)"
"(35.7648055, -90.7266855)"
"(41.485051, -81.897003)"
"(41.832603, -90.21089119999999)"
"(29.8267827, -94.3424849)"
"(33.7543684, -84.33840839999999)"
"(29.6935481, -82.35199159999999)"
"(40.8977358, -80.57453319999999)"
"(25.947643, -80.192616)"
"(29.218535, -95.5374889)"
"(36.135435, -79.77793369999999)"
"(41.8930344, -84.0697639)"
"(29.579536, -98.45233429999999)"
"(28.2431719, -81.5675049)"
"(40.2881208, -75.7387162)"
"(33.8860179, -84.67416630000001)"
"(28.3805069, -81.6834137)"
"(33.9347273, -117.6749496)"
"(38.8066154, -78.73495539999999)"
"(43.3771349, -83.8564414)"
"(35.1081849, -81.2197178)"
"(42.1554855, -71.936267)"
"(42.9027389, -73.346515)"
"(33.7800017, -84.5797062)"
"(39.7383149, -74.2688026)"
"(34.0203621, -117.8862449)"
"(41.5789114, -90.5892844)"
"(42.8750193, -71.5132995)"
"(36.1117331, -86.8874349)"
"(29.8876231, -95.7240794)"
"(32.290799, -90.11011099999999)"
"(34.8252163, -84.73055629999999)"
