location
"(41.5474725, -88.09338679999999)"
"(41.0822507, -80.9786676)"
"(41.5815606, -87.16945849999999)"
"(33.5644671, -101.9566731)"
"(39.9804411, -79.9999909)"
"(35.1430629, -92.7101485)"
"(42.778246, -88.2237899)"
"(28.5582341, -81.5296216)"
"(33.7382645, -117.8888542)"
"(37.5732388, -122.051539)"
"(42.63075, -79.059609)"
"(32.357228, -111.0323305)"
"(33.7345204, -117.8387517)"
"(31.8879794, -106.6162133)"
"(33.7705161, -85.0859983)"
"(30.345427, -95.091133)"
"(45.5354119, -123.1310758)"
"(34.1094575, -118.239971)"
"(34.7777497, -86.5892563)"
"(43.0358935, -88.2768724)"
"(47.8169549, -117.3566551)"
"(43.47983310000001, -110.7685754)"
"(42.5092822, -78.6771686)"
"(42.5693207, -92.7844971)"
"(34.1814333, -118.3611242)"
"(26.435145, -81.7584)"
"(41.9312177, -87.7205792)"
"(42.486104, -73.2565429)"
"(26.1449997, -80.2876835)"
"(40.750646, -73.901843)"
"(35.636605, -87.043584)"
"(35.078845, -78.972014)"
"(33.1234793, -96.8685655)"
"(42.8542257, -71.1083888)"
"(38.254295, -77.64724799999999)"
"(40.555463, -122.434993)"
"(33.5477765, -86.73154149999999)"
"(36.28199470000001, -86.6152997)"
"(39.45321209999999, -83.8261091)"
"(39.5490366, -77.80166419999999)"
"(32.767464, -96.4548804)"
"(43.6381758, -116.3039598)"
"(33.99412909999999, -118.3700949)"
"(36.3995749, -94.4865652)"
"(40.7276557, -75.2098681)"
