location
"(39.0130585, -77.0110373)"
"(29.7525572, -97.7750981)"
"(32.6474864, -83.7248531)"
"(35.1140832, -83.4262317)"
"(32.7606349, -117.1070568)"
"(39.9155431, -75.2371611)"
"(39.4608205, -119.7887617)"
"(38.7666566, -90.825178)"
"(36.0053338, -86.5717944)"
"(41.4327558, -72.8106735)"
"(33.5157685, -117.1062065)"
"(42.040678, -71.5709968)"
"(33.9788454, -117.8984214)"
"(41.795946, -87.71077679999999)"
"(27.5803775, -99.5249163)"
"(27.5569858, -80.4055369)"
"(33.1746168, -96.9192783)"
"(25.8679789, -80.21624949999999)"
"(38.6084893, -121.4498473)"
"(40.86115789999999, -73.9085174)"
"(33.8317708, -117.978079)"
"(33.8217207, -118.221858)"
"(32.9607399, -96.7908575)"
"(37.4844946, -122.1916106)"
"(32.3200312, -102.5606735)"
"(33.3754923, -112.045285)"
"(34.1451275, -118.0290838)"
"(31.86883409999999, -106.5916708)"
"(32.4924426, -96.91296849999999)"
"(47.2909883, -122.219469)"
"(38.2518487, -122.6241467)"
"(29.5137836, -98.3466004)"
"(33.7163405, -118.0163796)"
"(34.8922114, -82.12536709999999)"
"(32.7940237, -115.5797884)"
"(33.900479, -118.172106)"
"(34.0583906, -117.9172796)"
"(34.1376154, -117.9493328)"
"(40.7959266, -74.1630579)"
"(32.7480365, -96.69758619999999)"
"(33.8967235, -118.210789)"
"(34.1127429, -117.6343853)"
"(40.8585038, -74.04123489999999)"
"(33.4221857, -112.42903)"
"(30.1215627, -95.5584946)"
