location
"(33.0036698, -117.0585372)"
"(32.9764618, -96.7521802)"
"(32.2736666, -80.8988305)"
"(38.8481207, -77.0046614)"
"(39.5489603, -76.3734916)"
"(40.4978846, -75.9668027)"
"(41.1976188, -73.094089)"
"(40.7999631, -73.9601556)"
"(34.1177528, -117.4024301)"
"(41.7747377, -89.6751419)"
"(32.7961395, -96.66009489999999)"
"(38.8793502, -121.3016938)"
"(41.9649891, -87.7189356)"
"(30.4437338, -90.3891733)"
"(43.0741728, -75.7612915)"
"(41.0392269, -80.93924299999999)"
"(42.2856803, -88.4402011)"
"(31.9279382, -83.7397301)"
"(28.0253813, -82.1634809)"
"(33.172413, -96.8229996)"
"(42.5984042, -71.489139)"
"(28.0510143, -82.4331447)"
"(44.9036672, -92.889398)"
"(40.7464749, -74.004803)"
"(47.77764519999999, -122.2366996)"
"(42.1028981, -87.8931917)"
"(40.773885, -73.91693099999999)"
"(41.6081717, -83.4557895)"
"(42.0379592, -71.0161249)"
"(41.2589727, -95.83355000000002)"
"(32.829232, -96.7659745)"
"(42.7223433, -77.8840476)"
"(31.987397, -81.21130199999999)"
"(40.85227099999999, -73.8929462)"
"(32.0388343, -81.1091132)"
"(36.3198554, -115.2955655)"
"(34.9040933, -76.9171066)"
"(33.2650191, -111.8391027)"
"(29.9144372, -90.0381041)"
"(34.1440491, -117.2892649)"
"(39.3701721, -76.7261893)"
"(35.9277829, -83.1844521)"
"(35.0685492, -92.1992684)"
"(38.509684, -85.7784981)"
"(32.8639175, -83.6357159)"
