location
"(39.7200218, -76.4958321)"
"(39.9498033, -86.0170801)"
"(29.8731476, -95.714044)"
"(38.9795461, -94.3923128)"
"(32.3442222, -86.21703459999999)"
"(30.3984138, -86.5007009)"
"(42.627892, -70.63342)"
"(39.1383995, -76.5861851)"
"(33.9239723, -118.3452018)"
"(37.1349498, -121.6031045)"
"(40.5088871, -74.8570981)"
"(42.2704684, -88.1360969)"
"(33.7930751, -117.9546241)"
"(34.586413, -118.1587815)"
"(41.38526239999999, -81.9213606)"
"(34.7323291, -86.58850749999999)"
"(27.9345252, -82.0002414)"
"(33.937868, -84.47888739999999)"
"(30.522643, -86.489396)"
"(33.9959728, -117.9797449)"
"(34.0029096, -117.8760819)"
"(42.172405, -88.289886)"
"(33.8850337, -118.226456)"
"(40.9741404, -81.4505368)"
"(41.7000274, -86.1075199)"
"(32.5260893, -92.13338189999999)"
"(47.6357664, -122.3938148)"
"(38.6959962, -120.9926285)"
"(39.981103, -86.221211)"
"(61.18153179999999, -149.7914737)"
"(38.0430075, -97.3418873)"
"(34.21324000000001, -82.1991676)"
"(45.45731259999999, -122.8266685)"
"(40.3562603, -74.4066232)"
"(40.7372739, -73.49036269999999)"
"(39.4896228, -76.546904)"
"(44.1627343, -92.17300200000001)"
"(41.7761309, -88.0876145)"
"(37.6630721, -122.1140324)"
"(40.7567945, -80.1466308)"
"(40.6734392, -73.9840765)"
"(43.1906124, -87.9812707)"
"(35.2045539, -80.7057398)"
"(47.713424, -91.935515)"
"(38.3036732, -85.5570888)"
