location
"(36.0268105, -115.0505633)"
"(32.7781752, -117.1665703)"
"(25.6988018, -80.295063)"
"(34.0391712, -84.6248767)"
"(40.815857, -74.22166399999999)"
"(34.123387, -79.769995)"
"(33.6036057, -85.0938071)"
"(36.145487, -79.8406298)"
"(36.0377435, -78.63920329999999)"
"(34.1908703, -118.5227281)"
"(44.69371599999999, -93.250935)"
"(29.79124269999999, -95.15072060000001)"
"(33.48990000000001, -84.184382)"
"(43.049554, -75.273713)"
"(42.1735294, -85.61523869999999)"
"(39.1641816, -86.54320349999999)"
"(40.3086511, -111.6916211)"
"(34.9555423, -93.7149175)"
"(27.9161867, -82.2664137)"
"(35.1246853, -90.01533909999999)"
"(41.6295054, -88.1399473)"
"(36.2041804, -119.3180695)"
"(41.3648154, -82.16577559999999)"
"(44.5138436, -88.0250887)"
"(39.9922089, -76.0056589)"
"(34.711602, -82.391852)"
"(40.0227069, -75.148963)"
"(33.396332, -91.04472299999999)"
"(39.4526339, -84.41043400000001)"
"(39.3612675, -76.6740949)"
"(40.762226, -73.726952)"
"(33.1865606, -117.3578604)"
"(38.6812552, -87.4640926)"
"(38.219002, -90.479179)"
"(33.4373623, -111.7977741)"
"(38.9498408, -84.52436929999999)"
"(39.4438773, -87.40717409999999)"
"(29.0724278, -80.9639998)"
"(39.440382, -76.287925)"
"(37.28774300000001, -121.84289)"
"(42.4208835, -71.0200381)"
"(28.8433815, -81.8125086)"
"(33.9467011, -117.9763133)"
"(33.5213858, -101.8717522)"
"(32.6563414, -97.0381092)"
