location
"(36.14097390000001, -115.0660277)"
"(33.6449064, -84.13961789999999)"
"(30.50338399999999, -89.259979)"
"(33.5525954, -117.1562314)"
"(40.0491308, -84.2200699)"
"(42.6344182, -82.9120104)"
"(40.9919938, -79.9491516)"
"(36.032882, -87.43512199999999)"
"(40.76067, -72.99321619999999)"
"(34.2710381, -118.4767932)"
"(42.2718606, -83.5878342)"
"(44.6065726, -93.761742)"
"(45.0341262, -93.2509602)"
"(47.5746231, -122.3081546)"
"(40.8270363, -77.821091)"
"(42.71087310000001, -78.8513693)"
"(40.42101530000001, -74.2728825)"
"(40.3226648, -84.11260879999999)"
"(39.1938647, -84.37295189999999)"
"(33.8898087, -84.3097706)"
"(40.5113788, -84.9741124)"
"(41.593534, -83.44866499999999)"
"(33.584146, -86.47463049999999)"
"(41.1473375, -96.0281782)"
"(32.9287577, -97.2956198)"
"(36.8735019, -76.4161493)"
"(43.0271227, -83.694991)"
"(35.6361675, -78.77311859999999)"
"(39.8834846, -86.38346349999999)"
"(34.4341135, -118.4887457)"
"(39.9563507, -75.21059749999999)"
"(35.5293818, -81.2792618)"
"(32.9605779, -117.126774)"
"(33.544324, -88.31126499999999)"
"(39.3374798, -76.60793210000001)"
"(38.417183, -77.881417)"
"(36.0909881, -115.2511828)"
"(44.2859624, -88.42151059999999)"
"(38.8886059, -90.0848795)"
"(35.6891831, -120.7005269)"
"(40.0424792, -75.0177714)"
"(32.8695212, -117.2254923)"
"(35.5741303, -78.44972779999999)"
"(47.567654, -122.5864151)"
"(38.66139039999999, -77.0046035)"
