location
"(35.2936362, -80.833389)"
"(38.5847678, -90.4910718)"
"(44.954982, -92.277095)"
"(34.872992, -120.428533)"
"(25.7486967, -80.355925)"
"(44.6945476, -69.2548912)"
"(35.4719136, -82.5153492)"
"(40.7781586, -73.97788349999999)"
"(39.9976052, -74.2711405)"
"(38.912446, -77.043218)"
"(36.3619569, -86.4901584)"
"(43.7268327, -87.8569129)"
"(33.5251787, -112.3483296)"
"(34.0538389, -81.35882550000001)"
"(34.0317193, -117.6369065)"
"(37.7714719, -122.3945432)"
"(45.0927263, -93.3498169)"
"(39.8797573, -75.10762799999999)"
"(42.0075097, -91.62142159999999)"
"(38.621093, -121.489322)"
"(32.4260961, -104.2382089)"
"(41.67120120000001, -88.4234099)"
"(37.3442416, -121.8876346)"
"(32.8641171, -97.3860783)"
"(25.776087, -80.190141)"
"(39.7925202, -86.24921049999999)"
"(34.0253497, -118.3227772)"
"(40.7490714, -73.93618959999999)"
"(39.8404454, -105.0272728)"
"(38.2487779, -85.8281858)"
"(42.6605154, -83.2643784)"
"(33.8468421, -118.1898599)"
"(34.1116278, -118.6311965)"
"(42.4216396, -83.4024523)"
"(27.781172, -82.743343)"
"(32.6654444, -97.1679216)"
"(40.743878, -73.7645019)"
"(35.7524953, -78.6746888)"
"(33.7440719, -84.185938)"
"(41.5704258, -87.71599169999999)"
"(21.6736187, -157.9427096)"
"(39.45534809999999, -76.79642849999999)"
"(47.60282979999999, -122.6368259)"
"(41.2476221, -75.8632719)"
"(43.1983351, -83.7539721)"
