location
"(40.5418872, -74.22043169999999)"
"(46.9857342, -122.9510427)"
"(47.6758531, -122.1249504)"
"(32.322418, -81.323886)"
"(45.7275102, -122.6857362)"
"(39.799734, -75.9216685)"
"(35.0029915, -81.96666230000001)"
"(40.4669322, -74.2790905)"
"(34.3215909, -93.1411194)"
"(33.8899746, -84.35644359999999)"
"(34.0968927, -118.2580185)"
"(27.721135, -82.637681)"
"(40.1189685, -82.9750004)"
"(33.88055, -117.320122)"
"(36.074753, -80.2087542)"
"(33.8307417, -118.2633517)"
"(28.7460862, -81.11792679999999)"
"(42.18304879999999, -72.6129624)"
"(40.9022709, -73.9076326)"
"(33.0951353, -96.76907779999999)"
"(40.86982, -74.117189)"
"(43.3434002, -90.3843079)"
"(41.0131396, -80.33325649999999)"
"(30.2690764, -81.554174)"
"(38.284154, -85.593172)"
"(41.5967619, -85.83392599999999)"
"(40.8248466, -74.34300739999999)"
"(40.7060215, -73.7632874)"
"(45.580663, -122.6892643)"
"(42.0301249, -71.220134)"
"(38.6015975, -121.4622444)"
"(34.1530931, -118.7771425)"
"(33.5819001, -112.2146735)"
"(36.612971, -82.1581168)"
"(40.5693829, -74.1121818)"
"(45.6178879, -70.24785490000001)"
"(42.597762, -83.2269063)"
"(27.9970299, -82.75715319999999)"
"(27.9104832, -82.8234363)"
"(42.8158602, -71.4695682)"
"(32.7382904, -97.5102782)"
"(40.826547, -73.8450019)"
"(35.2748202, -89.6767907)"
"(40.6575838, -80.6237696)"
"(32.7972776, -117.2493853)"
