location
"(32.3215644, -95.2589557)"
"(38.9057476, -77.0477212)"
"(33.8042703, -112.1304233)"
"(46.8891483, -114.0452685)"
"(19.7089599, -155.0789752)"
"(41.59034339999999, -87.5024248)"
"(43.0623845, -88.0693823)"
"(33.6533643, -112.0565096)"
"(41.4615657, -87.4199965)"
"(35.7520427, -78.77699609999999)"
"(43.0905037, -88.4994442)"
"(40.7940069, -72.7925767)"
"(40.394616, -75.912571)"
"(47.623836, -122.326178)"
"(29.6373819, -98.474515)"
"(34.1020504, -118.0488659)"
"(45.0107629, -123.0143427)"
"(33.9619137, -84.6640339)"
"(41.6260975, -87.9274669)"
"(33.5626719, -96.9085666)"
"(33.47551540000001, -111.9717415)"
"(39.1084098, -76.625518)"
"(43.3916301, -71.0562071)"
"(42.3103898, -71.117998)"
"(28.4738646, -81.5909366)"
"(34.14169, -117.5705648)"
"(30.4106344, -86.8901181)"
"(33.5361639, -81.7010189)"
"(42.23724319999999, -83.17245779999999)"
"(33.0441659, -116.8674067)"
"(40.4200811, -80.0113459)"
"(39.3831285, -76.53733500000001)"
"(34.8688675, -118.176698)"
"(32.3304128, -102.5550366)"
"(34.2407405, -118.4097213)"
"(44.28997649999999, -73.9907368)"
"(25.78628, -80.14428199999999)"
"(30.6411086, -93.9053244)"
"(29.9579968, -90.1757384)"
"(47.6316284, -117.4047987)"
"(37.9129527, -121.7475746)"
"(37.35143160000001, -121.8178491)"
"(33.7233101, -117.9309872)"
"(38.6719914, -85.71197769999999)"
"(36.1471625, -86.8491346)"
