location
"(33.588611, -84.2678993)"
"(31.0684367, -97.68113729999999)"
"(34.2442985, -118.4882439)"
"(47.39313, -122.23118)"
"(42.2943217, -71.79252819999999)"
"(26.0959661, -80.1069102)"
"(35.3284566, -119.0473224)"
"(39.1998193, -76.84144169999999)"
"(36.8027565, -119.8944688)"
"(36.0773444, -115.0536655)"
"(25.0045307, -80.53726879999999)"
"(39.1043874, -76.7143741)"
"(44.2606426, -88.3868615)"
"(32.8327595, -117.2772376)"
"(42.0640513, -93.87449869999999)"
"(34.5357091, -117.3248741)"
"(41.7243009, -88.402014)"
"(28.4674487, -82.5750673)"
"(43.8076224, -71.1231241)"
"(35.420944, -79.22182099999999)"
"(45.0452427, -93.25919499999999)"
"(42.2952074, -71.018413)"
"(42.5244835, -71.5249386)"
"(42.3656564, -83.3658983)"
"(40.3258823, -76.080401)"
"(46.8643615, -122.5503739)"
"(32.2042226, -110.8118226)"
"(40.3136563, -76.0287419)"
"(37.9861328, -87.5750949)"
"(40.576339, -75.581034)"
"(29.15719259999999, -82.0320931)"
"(30.5150083, -91.1135979)"
"(41.9229952, -87.87191089999999)"
"(42.2244979, -73.71229)"
"(33.64231300000001, -112.256895)"
"(41.700062, -83.598207)"
"(26.229267, -80.1623101)"
"(27.9588376, -82.25439349999999)"
"(41.4670716, -73.50439999999999)"
"(28.1526327, -82.01037749999999)"
"(41.3939278, -73.4681772)"
"(41.855596, -71.47105599999999)"
"(38.8935985, -77.0699826)"
"(37.9905716, -121.3517731)"
"(43.9272186, -111.6385795)"
