location
"(38.857277, -76.7404445)"
"(26.006403, -97.52550699999999)"
"(33.5927041, -112.3132573)"
"(47.262876, -122.2741008)"
"(28.5478983, -81.1694742)"
"(45.5725928, -122.5807146)"
"(43.25315459999999, -71.4300808)"
"(30.0872715, -81.59855999999999)"
"(21.3874929, -158.0133541)"
"(36.6288874, -87.2994192)"
"(36.0879818, -79.190662)"
"(27.2455362, -80.8437794)"
"(46.954425, -123.36541)"
"(29.04708399999999, -98.21226500000002)"
"(40.8153477, -74.2121776)"
"(47.869136, -122.2613998)"
"(34.5686736, -118.0187231)"
"(34.1947461, -118.3441174)"
"(33.9248045, -118.0774945)"
"(36.3070166, -115.3077106)"
"(33.8834778, -118.2563397)"
"(34.2903757, -118.4122712)"
"(34.1053318, -84.5562264)"
"(33.0127107, -96.99716289999999)"
"(35.643465, -120.653643)"
"(38.4053454, -122.7105932)"
"(25.7161099, -80.3683661)"
"(44.93771700000001, -74.37552)"
"(41.0156337, -81.8586444)"
"(33.056452, -96.72220209999999)"
"(35.6089793, -77.356566)"
"(31.857296, -106.6094443)"
"(36.7035885, -121.6199978)"
"(41.530915, -74.38234899999999)"
"(25.4911589, -80.4602688)"
"(43.6190225, -71.4744473)"
"(35.9882397, -77.8923046)"
"(32.8465074, -104.4147253)"
"(34.294357, -118.558796)"
"(29.0676268, -95.4089882)"
"(32.7529982, -109.0902823)"
"(29.3548695, -99.0117138)"
"(41.5457168, -87.71683829999999)"
"(32.816495, -97.431213)"
"(36.5655879, -87.2281446)"
