location
"(34.5243201, -93.41569659999999)"
"(40.089945, -80.958893)"
"(38.8663995, -77.2796201)"
"(27.7989981, -82.7558444)"
"(40.5460805, -79.75529929999999)"
"(38.9982274, -84.595784)"
"(26.780499, -80.034694)"
"(29.3547243, -95.0631626)"
"(41.19016999999999, -74.018379)"
"(39.7865817, -75.5055818)"
"(40.9021411, -73.0487599)"
"(40.81169939999999, -73.1134537)"
"(33.2483552, -117.3257247)"
"(32.6175117, -116.9720541)"
"(41.5523807, -87.68036049999999)"
"(30.6591861, -96.33957799999999)"
"(40.4132746, -80.0236978)"
"(30.61260699999999, -96.31066899999999)"
"(32.947342, -97.64088869999999)"
"(35.4090069, -119.0398151)"
"(40.5772148, -74.2801827)"
"(38.673276, -89.98307559999999)"
"(32.7517449, -117.132243)"
"(30.4025987, -94.17269429999999)"
"(25.6757137, -80.3940038)"
"(36.763512, -119.839161)"
"(34.5893532, -112.3575035)"
"(33.930736, -118.136328)"
"(29.27835, -81.089957)"
"(39.6280485, -86.2074118)"
"(47.5646105, -122.361502)"
"(26.2083014, -81.73901599999999)"
"(37.3054569, -121.8744948)"
"(40.6619313, -73.61290199999999)"
"(36.0708979, -115.3110065)"
"(40.14556, -75.516892)"
"(43.46047069999999, -84.0013111)"
"(42.1357361, -121.8990973)"
"(40.8066599, -79.8377495)"
"(41.563361, -87.78868779999999)"
"(34.2225775, -118.8970654)"
"(36.5748865, -82.5307381)"
"(36.8797791, -82.7537826)"
"(35.7206531, -78.8076018)"
"(42.106043, -88.3722897)"
