location
"(33.1627849, -96.6971683)"
"(40.881035, -82.30869899999999)"
"(36.7958602, -76.1109069)"
"(40.783885, -76.20336)"
"(44.7499474, -93.2047632)"
"(33.8528252, -98.5949615)"
"(41.25642999999999, -75.896703)"
"(39.519022, -104.8276049)"
"(26.2090496, -97.7035925)"
"(39.6831143, -74.9983835)"
"(42.2869069, -89.04208609999999)"
"(40.6199368, -89.44653459999999)"
"(28.5333747, -81.72805520000001)"
"(42.94993789999999, -78.86208429999999)"
"(30.0056677, -90.2037881)"
"(40.6992012, -73.8250053)"
"(34.065715, -118.1494858)"
"(33.815551, -118.0726243)"
"(34.2033328, -118.5813255)"
"(46.834128, -119.920741)"
"(29.5753461, -95.32932670000001)"
"(43.1444002, -87.9435531)"
"(41.8687504, -71.4982831)"
"(33.9214664, -118.2414136)"
"(38.49751759999999, -78.0407705)"
"(33.812235, -118.2925158)"
"(34.0330551, -117.6241908)"
"(40.7374631, -73.80161869999999)"
"(34.1093464, -118.2994805)"
"(28.5020411, -80.7812543)"
"(31.94263539999999, -102.4027648)"
"(40.5728759, -79.5759059)"
"(29.6076296, -98.4209128)"
"(41.193184, -84.26701489999999)"
"(44.7929339, -93.1872628)"
"(35.077926, -89.65720689999999)"
"(40.192561, -75.4712629)"
"(37.6418039, -118.9714419)"
"(45.0704, -93.2333695)"
"(33.90961619999999, -84.3841659)"
"(35.781635, -86.5120405)"
"(38.75776279999999, -121.2383706)"
"(45.5423575, -94.1669105)"
"(40.0543851, -82.98020749999999)"
"(40.6119653, -73.643434)"
