location
"(42.601974, -73.7864182)"
"(41.81314, -71.439081)"
"(41.7385319, -87.57799)"
"(29.1224454, -81.0364436)"
"(30.1961891, -81.5841263)"
"(46.190548, -123.800814)"
"(40.2993665, -105.0745085)"
"(33.0421874, -84.419626)"
"(38.4636326, -77.37324339999999)"
"(39.225033, -82.02876599999999)"
"(41.2745564, -95.8746068)"
"(37.3168936, -80.6332182)"
"(42.8385896, -85.71281619999999)"
"(40.1271332, -80.8445545)"
"(30.4066572, -97.6976915)"
"(41.5287446, -85.073528)"
"(41.8591042, -74.1094518)"
"(40.9347053, -111.8816062)"
"(40.3003899, -79.6115449)"
"(33.0712133, -96.6730632)"
"(48.0277736, -122.1186671)"
"(40.6134971, -75.3850418)"
"(42.1014028, -71.5140704)"
"(42.233246, -88.601727)"
"(39.9869716, -75.1579697)"
"(30.4464414, -81.5974037)"
"(36.5557154, -86.61873419999999)"
"(26.8941094, -82.2833849)"
"(39.6014363, -75.1989645)"
"(42.874493, -76.97395999999999)"
"(40.7497377, -73.59706899999999)"
"(29.8514205, -95.2694743)"
"(33.6449468, -112.2415918)"
"(33.1585462, -96.7101228)"
"(40.7369211, -73.31281419999999)"
"(47.6550127, -122.4032606)"
"(45.5673103, -93.19044869999999)"
"(40.7787447, -73.9621228)"
"(28.359631, -81.3655689)"
"(28.3389665, -81.2920766)"
"(40.5857227, -122.3235284)"
"(40.7970574, -73.9953991)"
"(38.6091881, -121.2580763)"
"(40.8563737, -74.0384351)"
"(34.1233373, -79.7754044)"
