location
"(40.8357098, -73.6847765)"
"(33.8849798, -117.5652487)"
"(47.65316199999999, -122.3563128)"
"(40.80082489999999, -73.95717499999999)"
"(35.6055458, -97.62256310000001)"
"(41.00192699999999, -80.57477)"
"(40.1558099, -75.45272539999999)"
"(45.014567, -122.9642219)"
"(29.8248118, -90.10554049999999)"
"(33.6672614, -84.403416)"
"(32.8317712, -80.0326429)"
"(42.423969, -83.29646799999999)"
"(36.127861, -80.262557)"
"(36.007943, -85.60949699999999)"
"(28.7208408, -81.5262566)"
"(44.9188289, -93.2972344)"
"(41.06595980000001, -86.2182716)"
"(31.651089, -94.6459807)"
"(40.0020929, -74.2651351)"
"(29.451211, -98.6683989)"
"(42.653957, -73.787582)"
"(40.5977013, -74.1673581)"
"(37.4045886, -121.2678003)"
"(40.359125, -104.6806919)"
"(41.5872122, -93.8203494)"
"(40.7762558, -96.6965833)"
"(42.439406, -74.3889219)"
"(25.947643, -80.192616)"
"(38.5931617, -97.0781793)"
"(42.8945272, -78.88366529999999)"
"(33.1464837, -96.72947590000001)"
"(40.751282, -73.07564479999999)"
"(33.3930761, -84.1823952)"
"(31.6966314, -83.2731991)"
"(47.2959835, -122.3979585)"
"(38.5641764, -90.1994304)"
"(37.20763700000001, -76.606205)"
"(39.4083286, -83.1737976)"
"(39.89812, -76.79199299999999)"
"(40.10772499999999, -75.345059)"
"(40.6606275, -76.0214884)"
"(32.6764069, -97.43050919999999)"
"(40.47725, -74.970918)"
"(38.8994078, -77.3435918)"
"(26.3737279, -80.06872779999999)"
