location
"(37.8213987, -122.2501674)"
"(37.6594638, -122.4699658)"
"(41.796386, -73.5513838)"
"(40.9565837, -74.0031348)"
"(34.0330466, -83.8570148)"
"(47.2122648, -121.9953081)"
"(40.3543109, -79.9674208)"
"(39.093239, -84.45756840000001)"
"(41.8272723, -87.77764959999999)"
"(25.568476, -80.359259)"
"(25.900633, -80.153761)"
"(37.4202651, -122.1066221)"
"(33.3549954, -111.4645051)"
"(33.7897555, -118.2698153)"
"(33.848763, -84.381344)"
"(40.833392, -73.901262)"
"(33.7925941, -118.1230803)"
"(32.9934524, -96.8638525)"
"(27.7485791, -82.7275279)"
"(47.866755, -121.9610529)"
"(39.1146705, -95.0635489)"
"(41.4625405, -73.4190915)"
"(25.809195, -80.1969193)"
"(40.9237466, -73.9626394)"
"(33.4509594, -84.18515529999999)"
"(44.8745761, -123.0604342)"
"(39.8795918, -86.27977369999999)"
"(36.8475847, -119.741767)"
"(44.6727994, -85.6535821)"
"(27.6710568, -80.4274906)"
"(42.1166707, -72.4813114)"
"(33.941197, -83.93612499999999)"
"(36.292021, -82.38081900000002)"
"(40.4066905, -74.3818622)"
"(41.68868370000001, -93.8010923)"
"(42.3335081, -71.10182)"
"(47.175793, -122.93057)"
"(34.231175, -82.14093)"
"(30.5527284, -97.7871148)"
"(37.4716668, -122.150145)"
"(32.8030806, -96.78305379999999)"
"(44.0723028, -88.54541619999999)"
"(32.8551318, -97.3946708)"
"(41.8660681, -71.4197552)"
"(39.0787703, -84.31280459999999)"
