location
"(42.370233, -83.00715799999999)"
"(33.8667724, -117.5989015)"
"(30.2937775, -85.6486051)"
"(33.0430571, -96.75222210000001)"
"(40.2465965, -83.04213709999999)"
"(31.2955068, -89.2015799)"
"(34.9664427, -80.559578)"
"(30.4646835, -87.1708603)"
"(33.8773715, -118.3697125)"
"(34.4472718, -119.8269788)"
"(40.8260884, -73.9822524)"
"(33.6434904, -112.152569)"
"(34.0825983, -117.6995724)"
"(41.4899503, -73.5269722)"
"(47.63681620000001, -122.3666946)"
"(44.3720474, -69.5601239)"
"(40.6488217, -73.9798185)"
"(41.87085039999999, -87.7367165)"
"(36.507571, -82.2156399)"
"(40.6111689, -122.33809)"
"(43.5329, -110.846)"
"(39.139944, -76.53269399999999)"
"(33.7273612, -116.9756531)"
"(42.40840540000001, -72.5104305)"
"(40.51011889999999, -74.2482459)"
"(33.853727, -81.0653031)"
"(42.09554929999999, -72.5282062)"
"(38.8941614, -76.9550679)"
"(32.364905, -104.241881)"
"(20.7471248, -156.4515398)"
"(39.8429899, -84.29545519999999)"
"(37.9192835, -121.7300102)"
"(34.866079, -117.055863)"
"(41.1091689, -80.70877209999999)"
"(40.3487968, -75.9261145)"
"(34.4568006, -118.5187418)"
"(29.5687774, -98.6165613)"
"(32.7322347, -96.8655282)"
"(35.521139, -78.319327)"
"(44.8815118, -93.26510110000001)"
"(29.64432859999999, -95.4788256)"
"(25.9358925, -80.14871)"
"(33.3652996, -96.5414583)"
"(25.4968484, -80.41559079999999)"
"(33.5806471, -84.5876774)"
