location
"(30.5268528, -90.47366629999999)"
"(28.2103645, -82.62161119999999)"
"(39.808089, -86.096139)"
"(32.7974283, -97.1809834)"
"(28.4844886, -81.33596639999999)"
"(37.4855294, -122.2277636)"
"(26.5908874, -80.03965149999999)"
"(42.02037199999999, -72.8219739)"
"(39.84824, -105.0512327)"
"(34.8110874, -92.2790634)"
"(40.6389541, -75.4212484)"
"(35.5824509, -97.7222788)"
"(34.7532577, -79.29983349999999)"
"(32.52457, -92.39938699999999)"
"(38.908659, -120.893718)"
"(40.6838831, -73.5945849)"
"(33.7298489, -84.3241934)"
"(30.437081, -81.72055619999999)"
"(42.19094219999999, -87.8573541)"
"(41.299399, -74.295033)"
"(38.8756957, -77.4291167)"
"(31.1229998, -97.46275229999999)"
"(28.1372125, -82.77728929999999)"
"(33.8427471, -116.4748487)"
"(36.105178, -97.11982870000001)"
"(38.98201299999999, -77.3827518)"
"(33.788482, -117.001269)"
"(33.9466663, -84.4461062)"
"(35.7492937, -78.6593539)"
"(27.0493618, -82.164097)"
"(34.004553, -81.1719145)"
"(40.4256736, -105.0660845)"
"(37.3726432, -121.8313738)"
"(41.2975402, -96.0577232)"
"(47.06407100000001, -122.7356952)"
"(42.530131, -82.899266)"
"(38.9056423, -95.63127589999999)"
"(36.7597834, -119.7697696)"
"(36.7564119, -76.2419148)"
"(34.21007660000001, -84.3816179)"
"(39.4265669, -76.36293710000001)"
"(37.635026, -77.22381299999999)"
"(28.6701976, -81.2667889)"
"(40.0727114, -82.8583202)"
"(40.8063522, -82.3264592)"
