location
"(38.849916, -104.80679)"
"(38.5845294, -78.52157969999999)"
"(21.3112655, -157.863918)"
"(36.05119699999999, -79.894278)"
"(29.9379629, -93.9013538)"
"(43.479353, -70.583843)"
"(40.8405949, -72.9467256)"
"(46.52039, -122.936043)"
"(42.18047, -88.36181780000001)"
"(35.5640511, -78.4514604)"
"(36.9817489, -76.4032684)"
"(38.6142397, -89.9239728)"
"(36.8010323, -76.4021043)"
"(48.347433, -122.3616211)"
"(40.264119, -105.337383)"
"(42.2808185, -71.62992609999999)"
"(41.9583832, -88.4310931)"
"(42.2979657, -83.2643366)"
"(34.6199903, -92.5255573)"
"(41.0342602, -74.1810149)"
"(40.5231228, -74.3833283)"
"(47.4978729, -122.2672767)"
"(38.9487298, -94.8035725)"
"(29.8727019, -90.035096)"
"(39.52891959999999, -119.902061)"
"(33.8223344, -83.9526368)"
"(26.038646, -97.55237699999999)"
"(40.8607723, -97.580824)"
"(41.3220367, -73.1738889)"
"(38.841443, -77.080657)"
"(38.934718, -104.6574266)"
"(41.631124, -93.821698)"
"(35.8831473, -78.64449479999999)"
"(36.8694894, -76.3049393)"
"(42.3391968, -88.2948815)"
"(33.4111166, -111.6745965)"
"(40.328502, -76.599943)"
"(39.972777, -80.7522369)"
"(34.1406819, -118.2304362)"
"(39.93277399999999, -82.7729298)"
"(37.84750289999999, -122.0305149)"
"(47.6161756, -122.3271264)"
"(35.9445063, -84.1354642)"
"(39.4664609, -86.0637535)"
"(33.481074, -82.76295569999999)"
