location
"(25.6418635, -80.3281433)"
"(32.2558859, -90.84248199999999)"
"(35.5285129, -87.088678)"
"(42.9423412, -74.1849822)"
"(40.628338, -73.90227469999999)"
"(32.910469, -97.36733)"
"(43.1496307, -74.911369)"
"(33.358441, -111.8276541)"
"(32.7406831, -117.2394795)"
"(35.180327, -111.64583)"
"(33.1867852, -87.1216338)"
"(40.0778499, -75.1100685)"
"(41.5744941, -87.84641909999999)"
"(40.3122094, -74.24010249999999)"
"(42.27186830000001, -87.9730063)"
"(34.0524352, -118.4355458)"
"(26.6466887, -81.8095301)"
"(41.5748828, -88.2483809)"
"(35.330895, -80.645595)"
"(35.366363, -80.6202467)"
"(42.4099131, -71.107089)"
"(35.57161, -80.848636)"
"(42.85058189999999, -78.81346520000001)"
"(41.6731773, -83.68052879999999)"
"(38.92275480000001, -90.08805579999999)"
"(41.7091782, -74.39244500000001)"
"(40.2775661, -75.72472410000002)"
"(42.7072395, -71.4538135)"
"(28.086249, -82.5470532)"
"(26.294715, -80.174503)"
"(39.2109049, -94.585139)"
"(42.3985922, -83.15822089999999)"
"(26.003397, -80.310029)"
"(40.6368321, -74.40627959999999)"
"(34.1564368, -118.4656382)"
"(47.5483331, -121.9971066)"
"(40.062612, -74.09018499999999)"
"(40.0532131, -84.129524)"
"(38.5366332, -121.5023652)"
"(41.2884337, -73.2002522)"
"(39.7328264, -75.0704222)"
"(38.256735, -122.6339493)"
"(27.9731525, -81.9081628)"
"(40.0967458, -84.6258678)"
"(39.719881, -104.8948277)"
