location
"(39.2784345, -94.9225778)"
"(30.0938772, -95.5489929)"
"(40.721227, -74.080435)"
"(32.1905545, -95.5389462)"
"(33.6333676, -112.1954858)"
"(28.024725, -82.557226)"
"(40.0649009, -85.6603847)"
"(30.72019899999999, -86.5962629)"
"(33.5054687, -112.0465688)"
"(37.6880365, -87.05655519999999)"
"(33.92268610000001, -118.2761188)"
"(34.707078, -86.7322415)"
"(30.136265, -95.5244534)"
"(38.901215, -76.819673)"
"(35.1909604, -111.6473244)"
"(29.6680076, -95.6067226)"
"(39.1190937, -84.4946769)"
"(34.4292117, -119.6915948)"
"(33.6642057, -116.1753494)"
"(34.404397, -118.4361847)"
"(41.50547479999999, -88.1611373)"
"(33.33856720000001, -111.4277052)"
"(30.0148848, -95.4097024)"
"(25.8550316, -80.3119747)"
"(33.9983304, -83.8493002)"
"(34.24976729999999, -83.0805561)"
"(32.2650857, -82.7291255)"
"(40.1208219, -76.3400984)"
"(39.6866529, -86.07375789999999)"
"(29.1365994, -82.0447362)"
"(40.78253400000001, -72.9923974)"
"(33.82169349999999, -117.9843431)"
"(31.845538, -102.4624878)"
"(42.49015680000001, -71.1509993)"
"(33.5795726, -85.103023)"
"(47.65384160000001, -122.374556)"
"(41.1480869, -76.32427899999999)"
"(33.3769863, -111.9902958)"
"(41.7494714, -88.30359829999999)"
"(40.6920996, -81.181403)"
"(36.3003945, -119.2060375)"
"(30.3135758, -97.62565579999999)"
"(46.6159428, -97.61878)"
"(40.7151182, -74.2751746)"
"(41.6661457, -86.1718181)"
