location
"(37.7476536, -122.4316945)"
"(25.9295629, -80.3423072)"
"(42.526144, -70.9048246)"
"(35.6059975, -97.63453249999999)"
"(27.6731429, -97.40030829999999)"
"(39.2490875, -84.7949051)"
"(42.9109509, -74.3044336)"
"(41.2579767, -74.7952395)"
"(33.3344364, -96.5777296)"
"(42.5926745, -83.7200804)"
"(41.2033255, -81.431294)"
"(29.5823471, -95.2537737)"
"(29.9870632, -93.9623968)"
"(32.8496227, -96.6192039)"
"(38.3322148, -121.9621307)"
"(46.2724323, -119.2258173)"
"(41.40871990000001, -81.7651367)"
"(31.1202756, -97.7398454)"
"(40.4880575, -79.834885)"
"(28.4097822, -80.75186219999999)"
"(47.44419660000001, -122.3432342)"
"(40.093264, -74.142949)"
"(32.667068, -96.572149)"
"(40.839035, -73.85960779999999)"
"(41.1717976, -73.2105109)"
"(40.631153, -83.044585)"
"(48.2111561, -114.2676383)"
"(30.59919919999999, -86.9750591)"
"(39.7994328, -89.6720982)"
"(35.1445052, -89.9243652)"
"(33.7737242, -84.1277024)"
"(29.165431, -81.017707)"
"(28.2237838, -82.7194559)"
"(41.1320682, -81.672954)"
"(42.1678784, -73.4464902)"
"(37.2282018, -79.9346473)"
"(41.7013326, -72.9325623)"
"(42.6754179, -73.7934958)"
"(29.751504, -95.367712)"
"(27.5092746, -82.5011411)"
"(34.7079691, -118.0843531)"
"(41.113397, -84.606419)"
"(37.24842, -121.810755)"
"(42.949929, -87.9943845)"
"(42.0323276, -87.69898769999999)"
