location
"(40.0460328, -75.6499707)"
"(34.2259466, -84.1337933)"
"(40.3908969, -104.9852753)"
"(46.1073994, -95.3952879)"
"(43.0315401, -76.2904197)"
"(40.6265625, -76.6916111)"
"(44.49854089999999, -71.567601)"
"(41.0111539, -75.1789376)"
"(32.7459005, -97.51061659999999)"
"(40.7298085, -86.7598835)"
"(40.2361805, -78.83226979999999)"
"(29.606599, -82.44666199999999)"
"(41.06678480000001, -76.2137133)"
"(40.2170302, -82.8915882)"
"(42.9124516, -73.7193983)"
"(35.230748, -106.6039536)"
"(42.684813, -72.0303466)"
"(37.38719390000001, -121.8413827)"
"(40.0443721, -86.0161135)"
"(35.2725411, -90.038724)"
"(35.6803378, -78.81426170000002)"
"(40.01156599999999, -76.346824)"
"(29.868849, -95.3101484)"
"(29.1762491, -82.0380318)"
"(38.358652, -77.502663)"
"(27.335668, -80.305328)"
"(41.7444478, -88.0326785)"
"(35.4288076, -81.5018604)"
"(40.5924859, -74.61128889999999)"
"(38.8594094, -94.78572559999999)"
"(44.9303393, -93.15526059999999)"
"(42.9957486, -75.95290109999999)"
"(40.6827524, -73.9368452)"
"(36.0380903, -86.65868809999999)"
"(28.0066894, -82.70338559999999)"
"(42.7321855, -87.78415369999999)"
"(35.437936, -86.807643)"
"(38.0625371, -122.5220258)"
"(33.7433459, -117.9233844)"
"(39.930794, -75.3067774)"
"(38.780309, -90.500896)"
"(33.8991892, -81.1029926)"
"(47.6918854, -117.4327957)"
"(37.803943, -122.2499084)"
"(39.9005885, -85.3848628)"
