location
"(41.3199193, -95.97214629999999)"
"(32.8226223, -96.63452199999999)"
"(40.739551, -73.806214)"
"(38.6794879, -76.8851799)"
"(28.0198851, -81.776801)"
"(42.697364, -76.4167609)"
"(36.14285760000001, -115.3326735)"
"(41.6874775, -73.9150165)"
"(36.693381, -119.5784354)"
"(40.7198686, -89.62635999999999)"
"(29.3562451, -98.5070156)"
"(30.31507879999999, -97.961377)"
"(29.8198064, -95.3671507)"
"(34.038751, -118.202406)"
"(37.36278000000001, -122.032564)"
"(33.9101373, -118.0567781)"
"(29.5644865, -97.41792240000001)"
"(34.0602105, -117.7971393)"
"(27.6514366, -97.3833023)"
"(45.54470449999999, -122.5821844)"
"(40.6185746, -73.92651)"
"(30.4112504, -88.5015424)"
"(32.3301195, -86.16724789999999)"
"(40.044484, -75.1251163)"
"(39.9765576, -75.805705)"
"(33.882948, -118.346931)"
"(38.4298078, -77.40952370000001)"
"(32.9051011, -97.14716709999999)"
"(34.831125, -82.57655199999999)"
"(40.711711, -73.91793899999999)"
"(40.3081632, -80.06888049999999)"
"(25.6813394, -80.3259456)"
"(30.4140834, -87.2252276)"
"(26.0347784, -81.66964879999999)"
"(41.418855, -74.48926449999999)"
"(42.925169, -76.56121809999999)"
"(36.78114679999999, -76.6180526)"
"(38.51572640000001, -76.9870439)"
"(32.5679719, -85.3299916)"
"(45.3557235, -122.8383952)"
"(38.7823939, -90.857236)"
"(29.8105941, -98.56456899999999)"
"(41.7715414, -71.4350803)"
"(35.3935647, -97.81231849999999)"
"(41.3312441, -96.1650236)"
