location
"(30.1806797, -81.7478763)"
"(35.7245667, -78.85135729999999)"
"(34.2564731, -77.8638612)"
"(38.8142552, -77.6159551)"
"(43.0848119, -88.53308129999999)"
"(43.1231298, -77.8073991)"
"(29.144136, -80.98921179999999)"
"(45.5366389, -122.6517814)"
"(34.0687681, -118.2832213)"
"(39.0629701, -77.1880334)"
"(40.4963366, -74.3928115)"
"(40.7669822, -73.8213762)"
"(37.4313519, -122.1349738)"
"(33.9252172, -117.8682761)"
"(44.826331, -93.4012467)"
"(38.2469576, -122.0655273)"
"(36.025841, -115.151716)"
"(39.039298, -77.214586)"
"(45.2487688, -93.398265)"
"(29.8185902, -97.9387927)"
"(42.196305, -83.204042)"
"(30.5955433, -90.35744150000001)"
"(42.0879806, -80.129505)"
"(37.6772854, -120.9346762)"
"(38.9640211, -90.9765966)"
"(42.9932335, -70.7962689)"
"(30.5473702, -97.5946072)"
"(41.7254094, -71.16539089999999)"
"(38.964249, -104.73287)"
"(33.5962597, -86.9742524)"
"(33.6047406, -117.6366773)"
"(40.1259129, -82.8899062)"
"(39.8972078, -75.5526204)"
"(36.1317641, -95.9108639)"
"(38.9128428, -77.0441002)"
"(43.492976, -112.0394248)"
"(44.14403830000001, -87.5751528)"
"(41.7966045, -89.6969154)"
"(34.0766009, -118.310875)"
"(32.8082515, -116.9560137)"
"(34.151158, -84.318175)"
"(34.1467628, -79.7767621)"
"(33.607796, -86.100298)"
"(40.9700097, -90.375001)"
"(39.7596892, -89.6536785)"
