location
"(30.012276, -90.118906)"
"(40.445408, -74.16532839999999)"
"(33.8941194, -84.45039419999999)"
"(39.5739446, -86.2023086)"
"(30.2481688, -81.5612508)"
"(33.5932757, -111.8205742)"
"(41.8919822, -71.32430599999999)"
"(40.7303208, -84.9867062)"
"(35.9523812, -78.9297303)"
"(35.989627, -87.14583499999999)"
"(41.7503677, -124.200519)"
"(42.850366, -85.34292099999999)"
"(30.6408631, -87.1342032)"
"(44.4586044, -73.1116387)"
"(33.804689, -84.42199169999999)"
"(38.9193625, -90.19489019999999)"
"(35.7539599, -78.87475959999999)"
"(44.0823138, -123.0985281)"
"(40.76638, -74.2415697)"
"(38.453007, -121.3549002)"
"(38.624659, -90.5629546)"
"(46.09072510000001, -122.8460705)"
"(38.4445499, -90.6196013)"
"(30.0101695, -95.187632)"
"(39.869064, -76.5457299)"
"(42.9753134, -87.90537929999999)"
"(29.699807, -95.334768)"
"(39.4736819, -76.24223169999999)"
"(34.52404900000001, -111.7800277)"
"(42.2088133, -88.2082154)"
"(32.9322565, -96.64178590000002)"
"(29.9764647, -90.03693729999999)"
"(42.5882414, -72.59779139999999)"
"(40.1778115, -105.107749)"
"(38.7114505, -121.2682473)"
"(42.974901, -83.6797812)"
"(42.2613961, -71.9226742)"
"(32.7703957, -97.1621282)"
"(40.5318454, -105.0306318)"
"(38.5707493, -92.2840083)"
"(37.5309417, -76.7945783)"
"(33.5103224, -83.81562869999999)"
"(34.0982015, -96.7939279)"
"(35.4092142, -97.514635)"
"(33.9245634, -118.0951907)"
