location
"(41.8412592, -87.7891489)"
"(29.8945176, -95.3055538)"
"(29.8586604, -81.2892816)"
"(41.8043229, -87.617091)"
"(36.716691, -119.548565)"
"(33.672768, -112.6102506)"
"(41.966032, -91.72955999999999)"
"(34.0911163, -117.6974281)"
"(42.66433, -73.62795)"
"(41.5631831, -73.8420672)"
"(42.3848562, -71.0880554)"
"(42.42071139999999, -71.4472135)"
"(29.4096323, -100.9065641)"
"(36.0543155, -102.0057592)"
"(34.5100351, -117.4218682)"
"(25.9310942, -80.30346039999999)"
"(33.506658, -101.888801)"
"(38.6890994, -75.3942955)"
"(37.6920689, -122.0989894)"
"(32.7172984, -96.901692)"
"(32.8256695, -96.82540499999999)"
"(42.368222, -83.448217)"
"(45.3043337, -94.2950125)"
"(41.3000847, -87.4044232)"
"(29.7095797, -95.6486911)"
"(27.0180813, -82.0587815)"
"(40.1204692, -88.26514739999999)"
"(41.9844257, -71.47695399999999)"
"(37.6889108, -122.4851775)"
"(41.5810289, -87.8341571)"
"(40.6363458, -74.12424829999999)"
"(44.0892928, -123.1434119)"
"(40.7942876, -74.18597969999999)"
"(21.304325, -157.6857029)"
"(39.542388, -104.794722)"
"(31.9846655, -102.1241265)"
"(41.9345624, -88.08982809999999)"
"(41.7629655, -71.1443314)"
"(39.7747389, -77.391229)"
"(42.9990333, -83.81255709999999)"
"(33.6431052, -79.05216879999999)"
"(29.6240064, -95.34266749999999)"
"(40.9897101, -81.7355618)"
"(29.5327365, -98.5137061)"
"(34.1039518, -117.6251253)"
