location
"(38.34667, -77.477008)"
"(34.0255954, -118.1311263)"
"(40.7375858, -73.3586887)"
"(47.78172989999999, -122.017211)"
"(39.1640752, -77.2118303)"
"(33.9647024, -117.560568)"
"(33.9006159, -117.2130202)"
"(40.0702319, -75.08400739999999)"
"(33.7605715, -117.8654147)"
"(41.9743088, -88.1096308)"
"(26.6035457, -81.6165874)"
"(31.3467911, -109.5276377)"
"(40.732295, -82.504249)"
"(40.4750059, -79.8712681)"
"(39.8592754, -105.0391436)"
"(40.240685, -74.0692773)"
"(41.2222009, -75.8984267)"
"(34.89403679999999, -117.0124894)"
"(40.6622784, -73.4022514)"
"(41.4895222, -73.3901873)"
"(35.6175724, -82.28357009999999)"
"(30.4975118, -92.0463199)"
"(41.5501029, -87.05118759999999)"
"(35.72654989999999, -78.81764090000001)"
"(34.1212899, -117.7427663)"
"(34.8850887, -120.4238125)"
"(30.4373976, -84.2329633)"
"(33.9726412, -118.3650606)"
"(38.939283, -78.081749)"
"(38.309828, -122.491058)"
"(36.1065985, -86.7238619)"
"(34.1650927, -118.4624216)"
"(41.393578, -81.561061)"
"(26.693719, -80.25078599999999)"
"(34.048933, -84.7592609)"
"(39.4872152, -86.0186545)"
"(33.5351891, -117.2145821)"
"(42.7553555, -71.1553187)"
"(42.8848573, -71.410687)"
"(35.2365353, -106.692368)"
"(35.9739799, -94.31249389999999)"
"(36.0908009, -83.9564133)"
"(41.850825, -71.20173249999999)"
"(40.3368416, -111.9112846)"
"(42.3001431, -83.3185408)"
