location
"(32.1716626, -95.4310438)"
"(42.2213965, -71.18219289999999)"
"(41.6143742, -87.4893931)"
"(34.2671965, -118.7445115)"
"(33.6129128, -111.9521327)"
"(38.2065858, -85.6837875)"
"(41.9366114, -87.7673434)"
"(34.5676474, -118.0721629)"
"(33.779963, -96.630562)"
"(35.3153336, -79.1425282)"
"(37.9416046, -122.3541694)"
"(36.34544, -88.800682)"
"(35.3441602, -78.8496274)"
"(42.5489952, -85.9687336)"
"(41.1570881, -104.8869437)"
"(33.7311506, -112.243315)"
"(40.239873, -83.064678)"
"(30.269261, -85.24561)"
"(29.0385239, -95.4440602)"
"(40.7581624, -73.9619276)"
"(29.8992994, -95.7175809)"
"(33.6377095, -112.0547266)"
"(42.4127316, -71.1093139)"
"(34.0884681, -84.3467768)"
"(39.9332368, -75.1488261)"
"(34.1259802, -117.6385567)"
"(44.8433764, -92.62524649999999)"
"(37.2509477, -79.960909)"
"(39.680858, -75.557688)"
"(43.0510622, -87.9866706)"
"(26.6231692, -81.97949609999999)"
"(40.8158712, -73.4046457)"
"(39.5124861, -84.39861379999999)"
"(36.333202, -97.819919)"
"(35.5234341, -81.0354837)"
"(28.5627257, -81.1568975)"
"(38.9896226, -92.3220203)"
"(37.5544999, -97.3725525)"
"(42.766788, -83.51322900000001)"
"(33.98264, -81.296911)"
"(37.0406141, -112.5180604)"
"(33.736074, -117.0205594)"
"(39.8763229, -77.55207940000001)"
"(41.3183799, -86.2968422)"
"(36.18141720000001, -86.84053039999999)"
