location
"(35.2114437, -80.7299953)"
"(42.1122228, -80.12473519999999)"
"(42.9376136, -70.8724786)"
"(25.6988018, -80.295063)"
"(43.2809782, -86.24174)"
"(39.38096729999999, -77.4199285)"
"(34.0092924, -83.9239951)"
"(36.8722881, -87.4959287)"
"(44.9252275, -93.13235039999999)"
"(27.6721356, -82.3977061)"
"(40.3008602, -79.680728)"
"(36.6254914, -119.6887321)"
"(27.7645275, -82.66960189999999)"
"(42.1853389, -72.4199429)"
"(42.2648568, -71.0727583)"
"(41.5599742, -87.69730369999999)"
"(39.7449643, -105.0335269)"
"(42.1051825, -75.9424003)"
"(32.228487, -98.22888139999999)"
"(41.4759919, -73.4818708)"
"(27.7662555, -82.4016449)"
"(36.090969, -94.41154)"
"(30.644293, -97.671983)"
"(41.5363495, -87.2254804)"
"(33.6793596, -86.6205956)"
"(32.9461525, -96.69058760000001)"
"(42.985152, -85.71682)"
"(28.3373015, -82.50323449999999)"
"(37.9956767, -122.3261414)"
"(39.7295581, -75.46797339999999)"
"(40.848261, -73.859397)"
"(47.3140095, -122.0007927)"
"(29.4556248, -98.36702460000001)"
"(40.8539526, -73.9823601)"
"(37.0735942, -76.51086320000002)"
"(39.6802849, -84.20700509999999)"
"(34.1244253, -118.3499728)"
"(38.8691742, -77.3004823)"
"(41.0082785, -74.1032805)"
"(33.902294, -116.751091)"
"(30.1447823, -81.77218669999999)"
"(43.2745259, -87.9975846)"
"(37.4122568, -121.871671)"
"(44.7700259, -93.2970181)"
"(41.6540357, -87.791896)"
